name,count_female,count_male,count_total_gender,share_female,share_male,race_W,count_race_W,race_B,count_race_B,race_H,count_race_H,race_A,count_race_A,count_total_race,share_white,share_black,share_hispanic,share_asian
Hamza,0,88,88,0,1,WHITE,58,,,,,ASIAN_PACIFIC-ISLANDER,30,88,0.659090909090909,0,0,0.340909090909091
Hersh,0,46,46,0,1,WHITE,46,,,,,,,46,1,0,0,0
Lazer,0,59,59,0,1,WHITE,59,,,,,,,59,1,0,0,0
Noam,0,56,56,0,1,WHITE,56,,,,,,,56,1,0,0,0
Reid,0,51,51,0,1,WHITE,51,,,,,,,51,1,0,0,0
Reuven,0,28,28,0,1,WHITE,28,,,,,,,28,1,0,0,0
Yitzchak,0,37,37,0,1,WHITE,37,,,,,,,37,1,0,0,0
Yusuf,0,96,96,0,1,WHITE,62,,,,,ASIAN_PACIFIC-ISLANDER,34,96,0.645833333333333,0,0,0.354166666666667
Benzion,0,48,48,0,1,WHITE,48,,,,,,,48,1,0,0,0
Emmett,0,53,53,0,1,WHITE,53,,,,,,,53,1,0,0,0
Harry,0,55,55,0,1,WHITE,44,,,,,ASIAN_PACIFIC-ISLANDER,11,55,0.8,0,0,0.2
Marc,0,29,29,0,1,WHITE,29,,,,,,,29,1,0,0,0
Nosson,0,23,23,0,1,WHITE,23,,,,,,,23,1,0,0,0
Pinchas,0,39,39,0,1,WHITE,39,,,,,,,39,1,0,0,0
Pinchus,0,27,27,0,1,WHITE,27,,,,,,,27,1,0,0,0
Shalom,0,34,34,0,1,WHITE,34,,,,,,,34,1,0,0,0
Yechezkel,0,13,13,0,1,WHITE,13,,,,,,,13,1,0,0,0
Yousef,0,53,53,0,1,WHITE,53,,,,,,,53,1,0,0,0
Bentzion,0,12,12,0,1,WHITE,12,,,,,,,12,1,0,0,0
Elan,0,34,34,0,1,WHITE,34,,,,,,,34,1,0,0,0
Francesco,0,40,40,0,1,WHITE,40,,,,,,,40,1,0,0,0
Jaxon,0,109,109,0,1,WHITE,53,BLACK,16,HISPANIC,40,,,109,0.486238532110092,0.146788990825688,0.36697247706422,0
Nico,0,44,44,0,1,WHITE,44,,,,,,,44,1,0,0,0
Ronan,0,37,37,0,1,WHITE,37,,,,,,,37,1,0,0,0
Rowan,0,48,48,0,1,WHITE,48,,,,,,,48,1,0,0,0
Shloime,0,45,45,0,1,WHITE,45,,,,,,,45,1,0,0,0
Sholom,0,43,43,0,1,WHITE,43,,,,,,,43,1,0,0,0
Silas,0,37,37,0,1,WHITE,37,,,,,,,37,1,0,0,0
Theo,0,51,51,0,1,WHITE,51,,,,,,,51,1,0,0,0
Zalmen,0,39,39,0,1,WHITE,39,,,,,,,39,1,0,0,0
Ahron,0,22,22,0,1,WHITE,22,,,,,,,22,1,0,0,0
Archer,0,24,24,0,1,WHITE,24,,,,,,,24,1,0,0,0
Beckett,0,38,38,0,1,WHITE,38,,,,,,,38,1,0,0,0
Binyomin,0,21,21,0,1,WHITE,21,,,,,,,21,1,0,0,0
Boruch,0,37,37,0,1,WHITE,37,,,,,,,37,1,0,0,0
Calvin,0,64,64,0,1,WHITE,26,,,,,ASIAN_PACIFIC-ISLANDER,38,64,0.40625,0,0,0.59375
Ellis,0,32,32,0,1,WHITE,32,,,,,,,32,1,0,0,0
Eluzer,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Mohammad,0,207,207,0,1,WHITE,46,,,,,ASIAN_PACIFIC-ISLANDER,161,207,0.222222222222222,0,0,0.777777777777778
Nikita,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Reed,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Shloma,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Yisrael,0,25,25,0,1,WHITE,25,,,,,,,25,1,0,0,0
Yossi,0,46,46,0,1,WHITE,46,,,,,,,46,1,0,0,0
Youssef,0,55,55,0,1,WHITE,55,,,,,,,55,1,0,0,0
Aleksander,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Atticus,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Bennett,0,43,43,0,1,WHITE,43,,,,,,,43,1,0,0,0
Cheskel,0,42,42,0,1,WHITE,42,,,,,,,42,1,0,0,0
Elliott,0,47,47,0,1,WHITE,47,,,,,,,47,1,0,0,0
Ezriel,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Frederick,0,36,36,0,1,WHITE,36,,,,,,,36,1,0,0,0
Harvey,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Hayden,0,65,65,0,1,WHITE,10,BLACK,16,,,ASIAN_PACIFIC-ISLANDER,39,65,0.153846153846154,0.246153846153846,0,0.6
Issac,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Jad,0,23,23,0,1,WHITE,23,,,,,,,23,1,0,0,0
Maksim,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Meyer,0,35,35,0,1,WHITE,35,,,,,,,35,1,0,0,0
Nikolas,0,20,20,0,1,WHITE,20,,,,,,,20,1,0,0,0
Sami,0,22,22,0,1,WHITE,22,,,,,,,22,1,0,0,0
Shneur,0,21,21,0,1,WHITE,21,,,,,,,21,1,0,0,0
Tomas,0,28,28,0,1,WHITE,10,,,HISPANIC,18,,,28,0.357142857142857,0,0.642857142857143,0
Yona,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Zain,0,46,46,0,1,WHITE,21,,,,,ASIAN_PACIFIC-ISLANDER,25,46,0.456521739130435,0,0,0.543478260869565
Ayaan,0,119,119,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,119,119,0,0,0,1
Jerry,0,68,68,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,68,68,0,0,0,1
Eason,0,97,97,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,97,97,0,0,0,1
Abdullah,0,115,115,0,1,WHITE,33,,,,,ASIAN_PACIFIC-ISLANDER,82,115,0.28695652173913,0,0,0.71304347826087
Kingsley,0,69,69,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,69,69,0,0,0,1
Syed,0,89,89,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,89,89,0,0,0,1
Anson,0,65,65,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,65,65,0,0,0,1
Arjun,0,61,61,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,61,61,0,0,0,1
Rohan,0,58,58,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,58,58,0,0,0,1
Stanley,0,56,56,0,1,WHITE,10,,,,,ASIAN_PACIFIC-ISLANDER,46,56,0.178571428571429,0,0,0.821428571428571
Angus,0,16,16,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,16,16,0,0,0,1
Edison,0,55,55,0,1,,,,,HISPANIC,25,ASIAN_PACIFIC-ISLANDER,30,55,0,0,0.454545454545455,0.545454545454545
Benson,0,45,45,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,45,45,0,0,0,1
Krish,0,29,29,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,29,29,0,0,0,1
Nikhil,0,15,15,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,15,15,0,0,0,1
Roy,0,46,46,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,46,46,0,0,0,1
Alston,0,24,24,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,24,24,0,0,0,1
Aryan,0,60,60,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,60,60,0,0,0,1
Jacky,0,14,14,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,14,14,0,0,0,1
Terrence,0,14,14,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,14,14,0,0,0,1
Aayan,0,40,40,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,40,40,0,0,0,1
Kingston,0,24,24,0,1,,,BLACK,11,,,ASIAN_PACIFIC-ISLANDER,13,24,0,0.458333333333333,0,0.541666666666667
Lawrence,0,48,48,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,48,48,0,0,0,1
Musa,0,40,40,0,1,,,BLACK,10,,,ASIAN_PACIFIC-ISLANDER,30,40,0,0.25,0,0.75
Shayaan,0,13,13,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,13,13,0,0,0,1
Ayan,0,55,55,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,55,55,0,0,0,1
Gordon,0,25,25,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,25,25,0,0,0,1
Mustafa,0,26,26,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,26,26,0,0,0,1
Rayyan,0,31,31,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,31,31,0,0,0,1
Ricky,0,25,25,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,25,25,0,0,0,1
Winston,0,59,59,0,1,WHITE,10,,,,,ASIAN_PACIFIC-ISLANDER,49,59,0.169491525423729,0,0,0.830508474576271
Aditya,0,24,24,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,24,24,0,0,0,1
Cyrus,0,36,36,0,1,WHITE,12,,,,,ASIAN_PACIFIC-ISLANDER,24,36,0.333333333333333,0,0,0.666666666666667
Hao,0,11,11,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,11,11,0,0,0,1
Rehan,0,35,35,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,35,35,0,0,0,1
Aarav,0,42,42,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,42,42,0,0,0,1
Carson,0,35,35,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,35,35,0,0,0,1
Cody,0,21,21,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,21,21,0,0,0,1
Elvis,0,33,33,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,33,33,0,0,0,1
Jimmy,0,45,45,0,1,,,,,HISPANIC,23,ASIAN_PACIFIC-ISLANDER,22,45,0,0,0.511111111111111,0.488888888888889
Jun,0,10,10,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,10,10,0,0,0,1
Neil,0,10,10,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,10,10,0,0,0,1
Shayan,0,10,10,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,10,10,0,0,0,1
Subhan,0,10,10,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,10,10,0,0,0,1
Vihaan,0,27,27,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,27,27,0,0,0,1
Zayan,0,35,35,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,35,35,0,0,0,1
Thiago,0,93,93,0,1,,,,,HISPANIC,93,,,93,0,0,1,0
Byron,0,33,33,0,1,,,,,HISPANIC,33,,,33,0,0,1,0
Kendrick,0,30,30,0,1,,,,,HISPANIC,30,,,30,0,0,1,0
Dilan,0,15,15,0,1,,,,,HISPANIC,15,,,15,0,0,1,0
Jaycob,0,30,30,0,1,,,,,HISPANIC,30,,,30,0,0,1,0
Isaias,0,27,27,0,1,,,,,HISPANIC,27,,,27,0,0,1,0
Alfredo,0,12,12,0,1,,,,,HISPANIC,12,,,12,0,0,1,0
Felipe,0,24,24,0,1,,,,,HISPANIC,24,,,24,0,0,1,0
Giovanny,0,12,12,0,1,,,,,HISPANIC,12,,,12,0,0,1,0
Jeremias,0,12,12,0,1,,,,,HISPANIC,12,,,12,0,0,1,0
Maison,0,52,52,0,1,,,BLACK,23,HISPANIC,29,,,52,0,0.442307692307692,0.557692307692308,0
Valentino,0,26,26,0,1,,,,,HISPANIC,26,,,26,0,0,1,0
Xander,0,12,12,0,1,,,,,HISPANIC,12,,,12,0,0,1,0
Allan,0,22,22,0,1,,,,,HISPANIC,22,,,22,0,0,1,0
Arian,0,11,11,0,1,,,,,HISPANIC,11,,,11,0,0,1,0
Dereck,0,11,11,0,1,,,,,HISPANIC,11,,,11,0,0,1,0
Giovani,0,11,11,0,1,,,,,HISPANIC,11,,,11,0,0,1,0
Mayson,0,11,11,0,1,,,,,HISPANIC,11,,,11,0,0,1,0
Alonso,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Eliam,0,20,20,0,1,,,,,HISPANIC,20,,,20,0,0,1,0
Gerard,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Hanley,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Jahir,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Jair,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Januel,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Junior,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Lian,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Maximo,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Kyrie,0,79,79,0,1,,,BLACK,65,HISPANIC,14,,,79,0,0.822784810126582,0.177215189873418,0
Caiden,0,39,39,0,1,,,BLACK,29,HISPANIC,10,,,39,0,0.743589743589744,0.256410256410256,0
Jayceon,0,60,60,0,1,,,BLACK,50,HISPANIC,10,,,60,0,0.833333333333333,0.166666666666667,0
Karter,0,46,46,0,1,,,BLACK,46,,,,,46,0,1,0,0
Malcolm,0,13,13,0,1,,,BLACK,13,,,,,13,0,1,0,0
Ousmane,0,28,28,0,1,,,BLACK,28,,,,,28,0,1,0,0
Travis,0,13,13,0,1,,,BLACK,13,,,,,13,0,1,0,0
Cairo,0,24,24,0,1,,,BLACK,24,,,,,24,0,1,0,0
Corey,0,12,12,0,1,,,BLACK,12,,,,,12,0,1,0,0
Jamal,0,22,22,0,1,,,BLACK,22,,,,,22,0,1,0,0
Camden,0,21,21,0,1,WHITE,10,BLACK,11,,,,,21,0.476190476190476,0.523809523809524,0,0
Isiah,0,11,11,0,1,,,BLACK,11,,,,,11,0,1,0,0
Jamel,0,11,11,0,1,,,BLACK,11,,,,,11,0,1,0,0
Nehemiah,0,22,22,0,1,,,BLACK,22,,,,,22,0,1,0,0
Kameron,0,23,23,0,1,,,BLACK,23,,,,,23,0,1,0,0
Major,0,30,30,0,1,,,BLACK,30,,,,,30,0,1,0,0
Mouhamed,0,24,24,0,1,,,BLACK,24,,,,,24,0,1,0,0
Nazir,0,10,10,0,1,,,BLACK,10,,,,,10,0,1,0,0
Zachariah,0,10,10,0,1,,,BLACK,10,,,,,10,0,1,0,0
Aharon,0,36,36,0,1,WHITE,36,,,,,,,36,1,0,0,0
Desmond,0,31,31,0,1,WHITE,31,,,,,,,31,1,0,0,0
Lucien,0,18,18,0,1,WHITE,18,,,,,,,18,1,0,0,0
Conor,0,41,41,0,1,WHITE,41,,,,,,,41,1,0,0,0
Otto,0,28,28,0,1,WHITE,28,,,,,,,28,1,0,0,0
Sawyer,0,15,15,0,1,WHITE,15,,,,,,,15,1,0,0,0
Colton,0,24,24,0,1,WHITE,24,,,,,,,24,1,0,0,0
Lev,0,36,36,0,1,WHITE,36,,,,,,,36,1,0,0,0
Lincoln,0,35,35,0,1,WHITE,24,,,,,ASIAN_PACIFIC-ISLANDER,11,35,0.685714285714286,0,0,0.314285714285714
Ryder,0,39,39,0,1,WHITE,29,,,,,ASIAN_PACIFIC-ISLANDER,10,39,0.743589743589744,0,0,0.256410256410256
Santino,0,25,25,0,1,WHITE,25,,,,,,,25,1,0,0,0
Yassin,0,25,25,0,1,WHITE,25,,,,,,,25,1,0,0,0
Francis,0,26,26,0,1,WHITE,26,,,,,,,26,1,0,0,0
Gianluca,0,24,24,0,1,WHITE,24,,,,,,,24,1,0,0,0
Jax,0,24,24,0,1,WHITE,13,,,HISPANIC,11,,,24,0.541666666666667,0,0.458333333333333,0
Meilech,0,23,23,0,1,WHITE,23,,,,,,,23,1,0,0,0
Walter,0,24,24,0,1,WHITE,24,,,,,,,24,1,0,0,0
Arye,0,12,12,0,1,WHITE,12,,,,,,,12,1,0,0,0
Dennis,0,12,12,0,1,WHITE,12,,,,,,,12,1,0,0,0
Massimo,0,12,12,0,1,WHITE,12,,,,,,,12,1,0,0,0
Naftuli,0,39,39,0,1,WHITE,39,,,,,,,39,1,0,0,0
Wolf,0,23,23,0,1,WHITE,23,,,,,,,23,1,0,0,0
Yanky,0,12,12,0,1,WHITE,12,,,,,,,12,1,0,0,0
Alec,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Anton,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Avi,0,30,30,0,1,WHITE,30,,,,,,,30,1,0,0,0
Greyson,0,57,57,0,1,WHITE,24,BLACK,12,HISPANIC,21,,,57,0.421052631578947,0.210526315789474,0.368421052631579,0
Hillel,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Leonard,0,25,25,0,1,WHITE,25,,,,,,,25,1,0,0,0
Morris,0,29,29,0,1,WHITE,29,,,,,,,29,1,0,0,0
Ori,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Yeshaya,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Duvid,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Giancarlo,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Laith,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Orion,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Rhys,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Shraga,0,21,21,0,1,WHITE,21,,,,,,,21,1,0,0,0
Tony,0,15,15,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,15,15,0,0,0,1
Adyan,0,26,26,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,26,26,0,0,0,1
Eddie,0,12,12,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,12,12,0,0,0,1
Kimi,0,22,22,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,22,22,0,0,0,1
Ahnaf,0,26,26,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,26,26,0,0,0,1
Farhan,0,22,22,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,22,22,0,0,0,1
Ishaan,0,11,11,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,11,11,0,0,0,1
Md,0,25,25,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,25,25,0,0,0,1
Bowen,0,10,10,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,10,10,0,0,0,1
Damon,0,22,22,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,22,22,0,0,0,1
Jaxson,0,45,45,0,1,WHITE,13,BLACK,13,HISPANIC,19,,,45,0.288888888888889,0.288888888888889,0.422222222222222,0
Ean,0,17,17,0,1,,,,,HISPANIC,17,,,17,0,0,1,0
Enzo,0,27,27,0,1,WHITE,12,,,HISPANIC,15,,,27,0.444444444444444,0,0.555555555555556,0
Adiel,0,12,12,0,1,,,,,HISPANIC,12,,,12,0,0,1,0
Alessandro,0,12,12,0,1,,,,,HISPANIC,12,,,12,0,0,1,0
Eliel,0,12,12,0,1,,,,,HISPANIC,12,,,12,0,0,1,0
Johann,0,12,12,0,1,,,,,HISPANIC,12,,,12,0,0,1,0
Leonidas,0,21,21,0,1,WHITE,10,,,HISPANIC,11,,,21,0.476190476190476,0,0.523809523809524,0
Zabdiel,0,11,11,0,1,,,,,HISPANIC,11,,,11,0,0,1,0
Arturo,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Lionel,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Matthias,0,10,10,0,1,,,,,HISPANIC,10,,,10,0,0,1,0
Legend,0,17,17,0,1,,,BLACK,17,,,,,17,0,1,0,0
Royal,0,17,17,0,1,,,BLACK,17,,,,,17,0,1,0,0
Princeton,0,15,15,0,1,,,BLACK,15,,,,,15,0,1,0,0
Ameer,0,22,22,0,1,WHITE,12,BLACK,10,,,,,22,0.545454545454545,0.454545454545455,0,0
Damari,0,10,10,0,1,,,BLACK,10,,,,,10,0,1,0,0
Kyree,0,10,10,0,1,,,BLACK,10,,,,,10,0,1,0,0
Arlo,0,20,20,0,1,WHITE,20,,,,,,,20,1,0,0,0
Meshilem,0,20,20,0,1,WHITE,20,,,,,,,20,1,0,0,0
Anas,0,16,16,0,1,WHITE,16,,,,,,,16,1,0,0,0
Binyamin,0,15,15,0,1,WHITE,15,,,,,,,15,1,0,0,0
Bodhi,0,15,15,0,1,WHITE,15,,,,,,,15,1,0,0,0
Vincenzo,0,15,15,0,1,WHITE,15,,,,,,,15,1,0,0,0
Timur,0,14,14,0,1,WHITE,14,,,,,,,14,1,0,0,0
Elya,0,13,13,0,1,WHITE,13,,,,,,,13,1,0,0,0
Pierce,0,13,13,0,1,WHITE,13,,,,,,,13,1,0,0,0
River,0,13,13,0,1,WHITE,13,,,,,,,13,1,0,0,0
Fishel,0,12,12,0,1,WHITE,12,,,,,,,12,1,0,0,0
Giuseppe,0,12,12,0,1,WHITE,12,,,,,,,12,1,0,0,0
Imran,0,12,12,0,1,WHITE,12,,,,,,,12,1,0,0,0
Lucian,0,12,12,0,1,WHITE,12,,,,,,,12,1,0,0,0
Selim,0,12,12,0,1,WHITE,12,,,,,,,12,1,0,0,0
Yonatan,0,12,12,0,1,WHITE,12,,,,,,,12,1,0,0,0
Zayn,0,33,33,0,1,WHITE,12,,,,,ASIAN_PACIFIC-ISLANDER,21,33,0.363636363636364,0,0,0.636363636363636
Josef,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Marcel,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Motty,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Nikolai,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Peretz,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Russell,0,11,11,0,1,WHITE,11,,,,,,,11,1,0,0,0
Augustus,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Aviel,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Berl,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Dillon,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Eyad,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Herman,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Leibish,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Malek,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Mordche,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Noach,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Umar,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Walker,0,10,10,0,1,WHITE,10,,,,,,,10,1,0,0,0
Arham,0,27,27,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,27,27,0,0,0,1
Kyson,0,24,24,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,24,24,0,0,0,1
Kabir,0,14,14,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,14,14,0,0,0,1
Aaryan,0,13,13,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,13,13,0,0,0,1
Armaan,0,13,13,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,13,13,0,0,0,1
Azaan,0,13,13,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,13,13,0,0,0,1
Hashim,0,13,13,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,13,13,0,0,0,1
Kian,0,13,13,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,13,13,0,0,0,1
Aahil,0,11,11,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,11,11,0,0,0,1
Aydin,0,11,11,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,11,11,0,0,0,1
Mikael,0,10,10,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,10,10,0,0,0,1
Sulaiman,0,10,10,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,10,10,0,0,0,1
Terry,0,10,10,0,1,,,,,,,ASIAN_PACIFIC-ISLANDER,10,10,0,0,0,1
